t,x,y,theta
1527990938.759175162,-91.7906661521,84.4423443877,-0.266573784418
1527990938.892298031,-91.7890601274,84.4419027851,-0.136762561131
1527990939.25597286,-91.7885090621,84.4421962744,-0.0228107524433
1527990939.163810492,-91.785068601,84.442148253,0.0821617350927
1527990939.363514620,-91.7835826722,84.442390273,0.206185883957
1527990939.625288741,-91.7793357932,84.4424072175,0.323992026379
1527990940.558459236,-91.6775632178,84.4890198011,0.382582079759
1527990940.825781323,-91.5767536907,84.5329671032,0.383083337787
1527990941.24992922,-91.4839027779,84.5726787175,0.372415532873
1527990941.224926949,-91.3698577055,84.6201945344,0.368339787809
1527990941.425057898,-91.2390271627,84.6754728897,0.369094941623
1527990941.558377092,-91.1401155981,84.7171680368,0.364275612487
1527990941.692124427,-91.0349103913,84.761451935,0.359408233451
1527990941.824961576,-90.9198762886,84.8091740278,0.364816807291
1527990941.958290470,-90.7991311875,84.8592410038,0.362249748681
1527990942.92211611,-90.6659201502,84.9135531459,0.352515871903
1527990942.224925322,-90.5272082208,84.9687876715,0.355145895025
1527990942.358273946,-90.3798039842,85.029367083,0.353562204403
1527990942.491619885,-90.2290631006,85.087941009,0.345483488009
1527990942.624981526,-90.0816424776,85.1465804174,0.348731836805
1527990942.758098572,-89.9422340458,85.2017345544,0.344230071608
1527990942.891691306,-89.8063088008,85.2576900331,0.3466868525
1527990943.25008542,-89.6793856466,85.3074793969,0.346238601174
1527990943.158288882,-89.5547234317,85.3558735942,0.334518503117
1527990943.291563186,-89.4486865408,85.3949098019,0.329051299515
1527990943.424891139,-89.3436358006,85.4338894277,0.324794914258
1527990943.558696226,-89.2381179279,85.4723450087,0.315849830899
1527990943.691956534,-89.1363201175,85.5108354682,0.31394696744
1527990943.891751854,-88.9990273569,85.558928552,0.304668941714
1527990944.25199521,-88.898275137,85.5971294651,0.280745147686
1527990944.158391637,-88.78990189,85.6304119332,0.259684979647
1527990944.291871117,-88.6733538749,85.6677844918,0.241652047408
1527990944.425686492,-88.5567372683,85.6990649688,0.189607069706
1527990944.558735912,-88.4463740123,85.724916081,0.125874141846
1527990944.692255893,-88.3370195685,85.7388843583,0.0741408100272
1527990944.825591765,-88.229925008,85.7507701764,0.0140275497178
1527990944.959339854,-88.1285158853,85.7524690683,-0.0557530483489
1527990945.158448711,-87.9834803528,85.7462394049,-0.113708950196
1527990945.358829999,-87.851217038,85.7324906983,-0.16043973262
1527990945.558722769,-87.7284089518,85.7161645221,-0.209896930369
1527990945.759204967,-87.6182875353,85.692591559,-0.279104964442
1527990945.958900866,-87.5192528154,85.6632173914,-0.368054540709
1527990946.225499812,-87.3968977675,85.612145241,-0.482594585121
1527990946.492094258,-87.2793987215,85.5466346689,-0.602157475663
1527990946.758745679,-87.1726860659,85.4662196477,-0.72445154058
1527990946.958794398,-87.0957397015,85.39823721,-0.81171017723
1527990947.158774597,-87.0264453057,85.3235794681,-0.882290831272
1527990947.358851882,-86.9503160912,85.234653489,-0.959642852738
1527990947.558894372,-86.8736901867,85.1224799613,-1.02946381362
1527990947.693060116,-86.8184586811,85.0360753757,-1.0741205812
1527990947.826160282,-86.764984033,84.939176558,-1.12326765907
1527990947.958719878,-86.7086014017,84.8315266641,-1.16345744858
1527990948.92297272,-86.6564576769,84.7171948409,-1.20079272545
1527990948.225622300,-86.6019364654,84.594656019,-1.23730553809
1527990948.358798020,-86.5525760054,84.4592052419,-1.26919801619
1527990948.492195601,-86.4979029015,84.3132179161,-1.28665847951
1527990948.625729467,-86.4493023474,84.1674444676,-1.30387046223
1527990948.759803111,-86.3974601534,84.0262087006,-1.30500003035
1527990948.892529275,-86.3568116291,83.8942147131,-1.30981511583
1527990949.26219771,-86.3186491096,83.7894683377,-1.31286972365
1527990949.226561136,-86.2871492516,83.6859385546,-1.31165917506
1527990949.493023200,-86.2416703072,83.5619025458,-1.30678701248
1527990949.759823833,-86.2025593211,83.4355601463,-1.30161183702
1527990950.26165137,-86.1578477859,83.313765287,-1.29264997192
1527990950.292892300,-86.1158580851,83.1871971615,-1.29227750281
1527990950.560095561,-86.0692503213,83.0631194595,-1.28793906882
1527990950.826158170,-86.0267921249,82.9381124603,-1.28384443477
1527990951.92976727,-85.9795495792,82.8127749815,-1.28918468813
1527990951.359483228,-85.93723872,82.6865683252,-1.28987905514
1527990951.559575772,-85.9001134786,82.5924405031,-1.28694007273
1527990951.826378873,-85.8585048498,82.4661719896,-1.29250502342
1527990952.26790878,-85.8235143679,82.3737086524,-1.29575841965
1527990952.292977292,-85.7818702618,82.2464026665,-1.29425194407
1527990952.493075500,-85.7434409027,82.1414340776,-1.29717714711
1527990952.693639348,-85.703973037,82.0181358853,-1.30215898175
1527990952.892954233,-85.6563517022,81.879291298,-1.2976307509
1527990953.26282911,-85.6224466476,81.7740709072,-1.29375498077
1527990953.159677615,-85.5824491532,81.6632699455,-1.29175915913
1527990953.293492148,-85.5430393747,81.5409566952,-1.28863106338
1527990953.427123150,-85.4995331154,81.4124209551,-1.28237497503
1527990953.559866361,-85.4556235625,81.2772578059,-1.28594621682
1527990953.693397120,-85.4108932121,81.1320146596,-1.28592353849
1527990953.826229039,-85.3622532362,80.9804094447,-1.27801966257
1527990953.959795250,-85.31332453,80.8207186952,-1.27844836644
1527990954.93085891,-85.2617156598,80.6634302909,-1.26831005238
1527990954.226355860,-85.2111839334,80.510577029,-1.26614068802
1527990954.359783218,-85.1608953154,80.3624280269,-1.25990541328
1527990954.493101414,-85.1130765322,80.2185362624,-1.25367562314
1527990954.626384933,-85.0638685672,80.0808288787,-1.26138243859
1527990954.760146395,-85.0190239154,79.946245335,-1.26452127027
1527990954.893289468,-84.9755483179,79.8202740646,-1.27055141289
1527990955.26525506,-84.9389309455,79.70162038,-1.29065357477
1527990955.159913436,-84.9025592831,79.5875175487,-1.30943846169
1527990955.293170489,-84.8736063687,79.4798863395,-1.33914686302
1527990955.492850725,-84.8417243018,79.3496278487,-1.39061438075
1527990955.759781308,-84.8210462539,79.2464509827,-1.42632057548
1527990956.26364697,-84.8038809419,79.1389476585,-1.47074697814
1527990956.292839632,-84.791220821,79.0311798886,-1.50860980038
1527990956.559559117,-84.7822063601,78.9034437872,-1.55877913155
1527990956.826189985,-84.7759341572,78.7954013192,-1.59939229179
1527990957.92787323,-84.778437168,78.6747463924,-1.6345301474
1527990957.426225611,-84.7803927557,78.5635663761,-1.64650684635
1527990959.493044048,-84.7839359239,78.4676815176,-1.76130424473
1527990960.159527463,-84.7951806953,78.3649011356,-1.6739683601
1527990960.360202693,-84.7974428997,78.288269028,-1.57137319415
1527990960.694028979,-84.785398925,78.183543992,-1.4835943676
1527990961.159704687,-84.7716000976,78.0793118459,-1.41341878972
1527990961.693688038,-84.7486638482,77.9721594488,-1.32545613545
1527990968.826658059,-84.7380644746,77.9344677022,-1.22370119645
1527990971.426553132,-84.6920054026,77.8306610417,-1.1887402097
